provider_code,specialty_code,n_obs,rho
RAE,C_100,24,0.8556985459623194
RJE,C_140,24,0.8557064712145949
RVV,C_320,24,0.855769770041986
RK9,X05,24,0.8557698103011016
RTP,C_410,24,0.8558137560881419
RBT,C_130,24,0.8558145272498584
RDR,X05,21,0.8558463755911858
RJR,C_120,24,0.8559432522618889
NVC07,C_502,24,0.8560003583072396
RAX,C_101,24,0.8563501724587153
RJC,C_110,24,0.8564192345399467
A1D1B,C_130,12,0.8565060600551082
RQW,C_502,24,0.8565136498091835
RH5,C_330,24,0.8567904115428879
RA9,C_340,24,0.8568233004874091
RBD,C_330,24,0.8570948066170736
RRK,C_301,24,0.8575227302148959
RRF,C_300,24,0.8577529975635158
RGN,C_110,24,0.8578439645770887
RCX,C_160,24,0.8580166375393223
RLQ,C_502,24,0.8581673820447974
RRK,C_502,24,0.8581746287024677
RCU,X04,24,0.85856705883398
NVC20,C_301,24,0.8586780917131468
B3M1X,C_502,24,0.8587138627824075
A4M8P,C_120,24,0.8587837494140462
RJZ,C_170,24,0.8588436572538157
R7W2O,C_130,24,0.8588744986161793
R1D,C_502,24,0.8589400914151843
RVV,C_340,24,0.8589947128671045
RM3,C_430,24,0.8590124287423702
RTP,C_110,24,0.8590879402280392
RTH,C_330,24,0.8591456869983249
NT424,C_301,24,0.8591578830417137
RRV,X03,24,0.8592092972394472
RCB,C_140,24,0.8593354604360224
RLT,C_300,24,0.8596030684002239
RBK,X04,24,0.8596420214013503
RAJ,C_340,24,0.8596515584274775
RHM,C_430,24,0.8598125492614647
RK9,C_340,24,0.8598965105874333
RX1,C_140,24,0.8599848130439846
RMC,C_301,24,0.860040354336344
NEY,C_110,24,0.8600764461889077
RXR,C_301,24,0.860265002787917
NWF01,C_101,24,0.860597992303946
RCX,X04,24,0.8608088407068174
RP5,X05,24,0.8608250080769879
RXL,X05,24,0.8608501956414178
RWJ,C_110,24,0.86097758349348
RMP,C_340,24,0.8610317494755579
RWA,C_110,24,0.8611943751982196
A4M8P,C_101,24,0.8613087430232422
REF,C_140,24,0.8613292986796405
RNQ,C_140,24,0.8614553682295205
RTF,C_430,24,0.8615625071863681
RGP,C_502,24,0.861577046300219
RBN,C_100,24,0.8616540584630862
RXK,C_301,24,0.8616614490631084
RXW,C_320,24,0.8619286872790782
RBK,X02,24,0.862019673455514
RXQ,C_101,24,0.8621252340062799
RVJ,C_320,24,0.8622105519901272
D3O0Z,C_130,24,0.8622606814801824
NVC11,C_301,24,0.8626812303665609
RNZ,X06,24,0.8627277731634234
RTH,X02,24,0.8628497274445887
RAE,C_110,24,0.863215882894694
NPG16,C_130,24,0.8633281818135035
AHP,C_330,24,0.8634390159478779
RGP,X05,24,0.8634398910092007
RAX,C_110,24,0.8634569236292455
K8I4X,X02,24,0.8635533599124029
NLG,C_120,17,0.8635638027791946
NVC08,C_160,24,0.8636309190763264
RNS,C_430,24,0.8638698771768174
S3H9L,C_110,19,0.8639312203130494
RGN,C_100,24,0.8639933714695172
NNE,C_301,24,0.8640274979867524
RHQ,C_330,15,0.8640770862195948
NPG20,C_130,24,0.8641671405081638
RBV,X02,24,0.8643075772426888
RGN,C_320,24,0.8643237353931712
RHM,C_301,24,0.8647129109943078
RAJ,C_170,16,0.8647218756044235
RWF,X05,24,0.8648323007559782
RWF,X02,24,0.8648419372969404
B5M7B,C_130,24,0.8649643798554227
R0A,C_110,24,0.8650091772465281
RJ2,C_502,24,0.865015720452153
NVC02,C_110,24,0.8650238998916143
NT420,C_100,24,0.8650565493893281
RF4,C_410,23,0.8652394801224415
RWW,C_320,24,0.8653087464579363
RTD,C_160,24,0.8653289206266421
RTD,C_320,24,0.8654023216257327
RQM,C_502,24,0.8655095781813968
NPG11,C_130,24,0.8656450288436416
RWE,C_340,24,0.8656510873920638
RGR,C_502,24,0.865670720985718
NVC18,C_301,24,0.8657330622686863
RHW,X06,24,0.8658569217468881
RQX,C_340,24,0.8658643615595681
RP5,C_410,24,0.8659657780513936
NVC0R,C_101,24,0.8659827050522368
RK5,C_140,24,0.8659947779529382
RN5,C_301,24,0.8661244927353725
NT420,C_301,24,0.866192051327902
RXN,C_140,24,0.8662951340370659
RKB,X02,24,0.8664235266372526
RBT,X05,24,0.866523900927618
RTG,C_120,24,0.8665891523595938
RF4,C_400,23,0.8666055637496399
NPG22,C_130,24,0.8667375964115038
RXQ,C_120,24,0.8667464302365749
RXP,X03,24,0.8667707899631928
NTE02,C_110,24,0.8669609963444579
RAX,X04,24,0.8671338708077032
RGP,C_320,24,0.8672400221009159
RL4,C_130,24,0.8673003380022558
RYJ,C_330,24,0.8673945581168215
RXN,C_150,24,0.8674407758423825
RR8,X05,24,0.8674792180429279
RA7,C_120,24,0.8675549377900569
RGT,C_120,24,0.8675743854832596
K8I4X,C_100,24,0.8675758248832639
NT212,X02,23,0.8675916457922282
NT348,C_100,24,0.8676298700973102
DTT,X05,17,0.8677281883038849
NT451,C_502,24,0.8678119928935336
REF,C_430,24,0.8678441757631444
RWD,C_410,24,0.8680036597365687
NVC13,C_120,24,0.8680569761405862
RVJ,C_502,24,0.8680902971266035
RWE,C_330,24,0.8682057647515377
RA2,X04,24,0.8683218131325187
NNE,C_130,24,0.8683448295613696
NTPH2,C_110,24,0.868367264678807
RA2,C_140,24,0.8684221720425883
RQX,X02,24,0.8685048625829155
RWD,C_130,24,0.8685524214856353
RXW,C_330,24,0.8685531251555254
RP5,X04,24,0.8686017686137434
RXQ,C_330,24,0.868656272760548
NVC28,C_110,24,0.8688587041795697
NT404,C_110,24,0.8689055546713915
RN3,C_160,24,0.8690537884611252
R0F4N,C_101,24,0.8690548115123335
RJE,X02,24,0.8690877121667518
RD1,C_502,24,0.8690969674771721
RF4,X04,23,0.8694883233531183
RMP,X02,24,0.8695474116857593
RNZ,C_502,24,0.8696070995830502
NT218,C_100,23,0.8696149380963255
RCD,X06,24,0.8698194993815415
NVC23,C_330,19,0.8698203145284813
RWD,C_300,24,0.8698643191757796
RYJ,C_340,24,0.8698989476288933
RGT,C_130,24,0.869993513532421
RD8,C_400,24,0.8703162098303777
NT451,C_100,24,0.8703630285554836
NT410,C_110,24,0.8705583614286845
R1H,C_160,24,0.870599095593731
NVC1H,C_101,24,0.870828305813823
RQW,X06,24,0.8708834106481101
RHM,C_330,24,0.8710304067113497
RQW,C_140,24,0.8712856643823363
RHU,C_301,24,0.871372603520452
NT312,X05,24,0.8714674672877031
RXF,C_330,24,0.8714685377880215
NNE,C_502,24,0.8714789381723398
RTG,C_330,24,0.8715626260989778
RLQ,C_160,24,0.8715902427330202
RPC,C_160,24,0.8715983533987123
NVM,C_502,24,0.8717116595904235
C5Y9L,C_130,15,0.8717253324495221
NT344,C_110,24,0.8717868189137021
RYR,C_430,24,0.8718335342625791
RWP,C_110,24,0.8718387919614705
RMP,C_330,24,0.871843666747119
RJ8,X02,24,0.8718826602048467
RMC,X05,24,0.8720804174783304
NVC44,C_100,24,0.8723006525757084
RHM,C_110,24,0.8723246526863642
RTX,C_330,24,0.8723430789092725
RJN,C_430,24,0.8724042754498502
RHU,C_160,24,0.8724136926517854
NXP,C_110,24,0.8724704776877419
RN3,C_140,24,0.8724743691441325
RM3,C_301,24,0.8725513027033773
NNE,C_330,24,0.8727058782375859
NT422,C_502,24,0.8727378332468659
RYJ,X04,24,0.8727412610744247
RJZ,C_502,24,0.8730547265663825
NTP11,C_120,24,0.8731903159345551
RL1,X02,24,0.8733353367087446
RJL,X06,24,0.8733615231164065
NVC1H,X02,24,0.8734115026615368
RMC,C_340,24,0.8734912603375978
RXC,C_101,24,0.8735174835377391
NT216,C_120,19,0.8735763161959067
NVC16,C_301,24,0.8737046064366422
RJ6,X02,24,0.8738636759434565
NEY,X04,18,0.8740073734751252
RA2,C_130,24,0.8740954344573535
RQM,C_120,24,0.8741551643024449
RVJ,C_110,24,0.8741763290732887
RA2,C_120,24,0.8742470235038069
RAN,X02,24,0.8744910576763415
RC9,C_330,24,0.8746965814484006
RNN,C_400,23,0.8747121696186001
NTX,C_150,20,0.8747753590175569
RXL,C_170,24,0.8747856608025955
R0A,C_130,24,0.8748088029115708
NTX,C_100,24,0.8750780845347312
NVC0R,C_330,24,0.8751060563633035
RWD,X02,24,0.8754674749003803
RXC,C_410,24,0.8755347621307732
RVW,C_502,24,0.8755500713781285
RTP,C_340,24,0.8755973605353556
H4I8B,C_100,24,0.8756678766750406
RA9,C_430,24,0.8757760444571381
RWF,C_400,24,0.8757912526474599
RA2,C_502,24,0.875821856987258
RJZ,C_100,24,0.8759401455402026
RWD,C_101,24,0.8762402126994332
RH5,C_320,24,0.87652874322892
RWE,C_150,24,0.8765815944758824
NT215,C_110,24,0.8767119088743727
RWD,C_140,24,0.8767799270423544
RXC,C_400,24,0.8767986166349356
RM1,X04,24,0.8770078391801583
RNA,C_140,24,0.8770232827747533
RKE,C_502,24,0.8771175049560582
NVC08,C_101,24,0.8771191717926209
NEY,C_150,23,0.8772806034889137
RXW,X04,24,0.8774547680264306
RRF,C_110,24,0.8776167455734124
RWP,C_330,24,0.8777041000767933
NN8,X02,24,0.8779499127027002
NVC18,C_120,24,0.8780317375850234
REM,C_130,24,0.8781361864889693
RNA,C_120,24,0.8781488762422089
RTD,C_330,24,0.8783894255213087
NVC22,C_160,24,0.8784054671278517
NT316,C_110,24,0.878557551043639
RXN,C_502,24,0.8786402763065708
RQM,C_130,24,0.878832438443659
RBD,X02,24,0.879020815992078
NVC27,C_130,24,0.8790716392150874
RDU,C_410,24,0.8790874797671863
RVW,X04,24,0.8792754396158499
RXW,C_301,24,0.8792906519495801
NVC11,C_110,24,0.8794298903745508
RAX,C_320,24,0.8800116354735943
RN5,C_400,24,0.880012406352121
R1K,C_320,24,0.8800172527245459
NT451,C_301,24,0.8800522360328763
RK5,X02,24,0.8800721786389397
NT427,C_100,24,0.8801408342718955
NWF01,C_130,24,0.8802545104631229
RAX,C_400,24,0.8804033372699307
NT225,C_110,20,0.8805529899416161
RP5,X02,24,0.8807882896219418
NVC1H,C_110,24,0.8808373737417148
RXK,C_110,24,0.8809623113621255
RXL,C_140,24,0.8810875672199543
RJR,X02,24,0.8812046909178112
RD1,C_320,24,0.8813380960268488
RF4,C_330,23,0.8813732189580018
RN5,X05,24,0.8813938320275044
NVC44,C_110,24,0.8814457962390861
RCX,C_110,24,0.8817278707904169
RRK,C_400,24,0.88177101729815
RWF,X04,24,0.8818561776869371
NT210,X06,14,0.8818614842186732
NVM,C_320,24,0.8819127688188616
RTR,C_101,24,0.8821168660385956
RKB,C_301,24,0.882144216962687
RXQ,C_320,24,0.8821573336148109
NT455,C_110,24,0.8823367151206843
RQ3,X06,24,0.8823721623854621
RWW,X04,24,0.8824020851321073
RJ7,C_150,24,0.8824635431272916
RQM,C_340,24,0.8825660622924701
RFF,X04,24,0.8826361249704157
NQT5K,C_110,20,0.8826382533080963
A4M8P,C_502,24,0.8826593563052411
RA9,C_110,24,0.8827653774986373
RYJ,C_320,24,0.8828461168423672
RJC,C_301,24,0.8828660433138366
RWG,C_110,24,0.8829135009896671
RNQ,C_101,24,0.8829673417680255
RFS,C_330,24,0.8831443027142074
RTR,C_320,24,0.8831495266187046
RJZ,X02,24,0.8831554642393329
RGP,C_120,24,0.8832046553589387
RGN,C_301,24,0.8832280181606377
NT434,C_301,24,0.8832333370692457
RNN,C_130,24,0.8833325074563085
NTPH5,C_130,24,0.883392174583791
RN3,C_330,24,0.8834213992410658
Y8L9S,C_130,24,0.8834230129303045
B4N1U,C_130,24,0.8834865377913715
NT428,C_301,24,0.8835102349549199
RWY,C_301,24,0.8835384619668978
R1D,C_340,24,0.883620728528933
RJ7,X06,24,0.8836676929925534
RTP,C_300,24,0.883724451560777
NT215,C_320,24,0.8837675886075835
NVC0I,C_130,24,0.8838148581043025
RCX,C_130,24,0.88389383821347
R1F,C_410,24,0.8840274541208408
NT245,C_110,24,0.8840546066576561
RH8,C_340,24,0.8841945521323625
NVC29,C_301,24,0.8842026316127745
NVC25,C_110,24,0.8843538469425055
RA7,C_170,24,0.884373428045778
RM1,C_410,24,0.8844889856628226
RTR,C_410,24,0.8845243208294025
RWE,C_101,24,0.8847170546972171
RWP,C_101,24,0.8847300408664786
NT418,C_502,24,0.8847337474922508
RBQ,C_340,24,0.8847641976224494
RA2,X05,24,0.8847650528838477
K9J3O,C_130,19,0.8849030230471199
RK9,C_320,24,0.8849931680513992
AY1,X05,15,0.8849971197363907
RC9,C_320,24,0.885072225687659
RP5,C_120,24,0.8850819695445162
RRV,C_110,24,0.8851675581934962
NT437,C_502,20,0.8852459617030561
RFR,C_410,24,0.8853610235834909
RJZ,C_150,24,0.8854754965649954
RXR,C_410,24,0.885622723807166
NNE,C_400,24,0.885643870401142
RCD,C_400,24,0.8858535900982972
RXL,C_101,24,0.8858722962114308
RYJ,X05,24,0.8858870293671968
NNE,X05,24,0.8860649379042473
NT403,C_110,24,0.8862192031587177
RNQ,C_502,24,0.8862251530045441
NRL,C_320,13,0.8863002892553783
RBD,C_110,24,0.8863191577752976
RAS,C_400,24,0.8864267532056089
RBL,C_100,24,0.8864365074631034
RKB,C_130,24,0.886470295159597
RYW,C_110,24,0.8865120595262842
RXR,C_140,24,0.8865964413523585
NT314,C_160,16,0.8866924905825739
RGT,C_140,24,0.8866968329430069
NN8,C_502,24,0.8867219435907053
NTPH5,C_110,24,0.8869358362043855
R1K,X04,24,0.8869419016070633
NTP15,C_301,24,0.8869753663717217
RTP,X05,24,0.8869785843532279
RWA,C_130,24,0.8870066880068375
NWF01,C_100,24,0.8871602578433294
RWE,C_502,24,0.8871704414786304
R1F,C_130,24,0.8874903214214181
RTK,X03,14,0.8877307459702123
RM3,C_502,24,0.8879252808427776
NT233,C_150,24,0.8879634139033928
RK5,C_410,24,0.8882822669142384
RAE,C_320,24,0.8883768329981208
REF,C_340,24,0.888703019508929
RQX,C_300,24,0.8887859304910781
RTD,C_170,24,0.8888699227339883
RQM,C_301,24,0.8889411261853477
NTP15,C_130,24,0.8889942091036278
RHM,C_400,24,0.8890156809849007
RQX,C_400,24,0.8890476987243335
RTG,C_320,24,0.8890827764231367
RGP,C_130,24,0.8891043172290695
RGN,X04,24,0.8892432626936152
RKE,X02,24,0.8892489837547178
RWE,X06,24,0.889290635812726
RWE,C_110,24,0.8894900469409456
RTK,C_410,24,0.8896949329122497
RRK,C_101,24,0.8897541538177469
RAX,C_340,24,0.8898956992435048
RLQ,C_101,24,0.8899054789863425
RD8,C_320,24,0.8900187090463935
RVW,C_410,24,0.8901035800242405
RGP,C_340,24,0.890379089381337
RWA,C_300,24,0.8906456281095801
RNQ,C_400,24,0.8907136183458025
NT313,C_110,24,0.8908389928001937
NT351,C_150,24,0.8909335612370065
RXN,C_120,24,0.8910768262216132
RDE,C_301,24,0.8911277711595547
RQM,C_330,24,0.8911736520091712
RJ2,C_340,24,0.8912660952066147
RLQ,C_340,24,0.8912864455255819
NT351,C_120,24,0.8914057371672978
RLQ,C_110,24,0.8914817161640123
K8I4X,C_110,24,0.8916060408611807
RHM,C_130,24,0.8917187593728201
RTP,C_502,24,0.8918401730658322
RN5,C_340,24,0.8919201540437421
RBD,C_301,24,0.8920149244361929
RH8,C_120,24,0.8920182444103809
RA9,C_330,24,0.892056736017343
NT241,C_502,24,0.8922413035344133
RKB,C_410,24,0.8922471818617891
RWG,C_120,24,0.8922510416389151
RAJ,C_330,24,0.8923595027265229
RN3,C_101,24,0.8925502802901345
RRV,C_340,24,0.892575454655508
NT436,C_110,24,0.8925814271426753
RXC,C_110,24,0.8926747225035204
RN3,C_410,24,0.8926915971310427
RL4,C_400,24,0.892750137089424
NT351,X05,24,0.8928184513527435
RGN,C_130,24,0.8929002993485149
R1H,C_330,24,0.8929795339238601
RQM,C_320,24,0.893279855897694
RTR,X02,24,0.8933406632617741
RRJ,X06,24,0.8933605871628207
RA7,C_320,24,0.8933618406489521
RBT,C_100,24,0.8936875372815491
NT345,C_110,24,0.8940547933853744
RA9,C_120,24,0.8941291226337
RTK,C_110,24,0.8941623609372772
RQX,C_110,24,0.8941921780708918
RXP,X04,24,0.8942614566001557
NVC12,C_101,24,0.894391318070167
RYR,C_101,24,0.8944090522612392
RA9,C_400,24,0.8944243826116143
NT412,C_100,24,0.8944329317854967
RWH,C_340,24,0.8946178426513108
RAL,X02,24,0.89464949334819
RC9,X04,24,0.8946725498626678
RKE,C_301,24,0.8946868341858318
RBQ,C_320,24,0.8947182550185805
NT422,C_130,24,0.8947663887573926
RGP,C_400,24,0.894783012539824
RVR,C_101,24,0.8951208151292721
C3Y0A,C_130,24,0.8951697131155901
RBD,C_140,24,0.8953430431515386
NVC06,C_300,24,0.8954035388036699
RA9,C_160,24,0.895503383994738
RJ2,C_101,24,0.8955587790585726
RRK,C_140,24,0.8956208859447052
NN5,C_301,24,0.8956479584323828
RWJ,X05,24,0.8958147036062742
RHQ,C_340,15,0.8959394487579032
NV1,C_120,24,0.8959667228608736
RM3,C_410,24,0.8960568787628038
RBK,C_410,24,0.8960743653777108
R1F,X06,24,0.8961909480287472
RJZ,C_340,24,0.896282677953028
R1F,C_430,24,0.8964058839598621
RH8,X04,24,0.8964267300512246
NTP16,C_100,24,0.8964672752719123
REP,X06,24,0.8965017817034429
RLT,C_502,24,0.8965420760996385
RWH,X06,24,0.8965623249575206
RJR,C_330,24,0.8967387834086075
RCF,C_410,24,0.8969319465059347
RCD,C_320,24,0.8969486412597748
NT351,C_320,24,0.8970462083538364
RBL,C_301,24,0.8970562876202908
RCD,X04,24,0.8971910972628308
RJ2,C_120,24,0.8972525476400222
RGP,C_301,24,0.8974792090039064
RF4,X02,23,0.897608440589987
RWH,C_101,24,0.8977361114009854
RA2,C_110,24,0.8979582830847704
RXK,C_502,24,0.8980847681137141
RQW,C_340,24,0.8980944944316958
RGP,C_100,24,0.898223079198048
RK5,C_330,24,0.8983778936772248
R0D,C_301,24,0.8984927018593578
NEY,C_100,24,0.8985381107523542
RAX,C_120,24,0.8987303209637079
RCF,C_120,24,0.8989274990912884
RQW,C_320,24,0.8989464308486882
NVC1H,C_502,24,0.8989938371975285
R1F,C_320,24,0.8990457544334561
REM,C_120,24,0.899065167512403
RAE,C_120,24,0.8991715949232306
RBL,C_130,24,0.8991848616348987
RTK,X02,24,0.8996055968293487
RBN,C_120,24,0.8996814334139789
NVC06,C_110,24,0.8999815508843699
RP5,C_130,24,0.8999830610450609
RLQ,C_301,24,0.9000011313933918
G3Z1Q,C_130,24,0.9000080571037962
NTP16,C_110,24,0.90001345772394
RK5,C_340,24,0.9002109771109277
RXK,C_330,24,0.9002878945866127
RX1,X05,24,0.9005842890250261
RNN,C_330,24,0.9008648308959996
RTX,X05,24,0.9009404683830333
RJ1,C_301,24,0.9010932374907099
RTX,C_140,24,0.9012043389924544
NTX,C_502,24,0.9012377890834073
NYG,C_330,24,0.9014314098732826
RWW,X02,24,0.9017366649399163
RWG,C_340,24,0.9017725121577032
RXQ,C_160,24,0.901803158272588
NPG21,C_130,24,0.9020383952322144
NVC11,C_100,24,0.90204234795724
RXN,C_130,24,0.9023154162362675
NT418,C_110,24,0.9023414410929805
RWP,X06,24,0.9023645946118729
RRF,C_120,24,0.9025007048190012
RJL,C_410,24,0.9025210977102698
RWH,C_110,24,0.9026475348572632
RH5,C_301,24,0.9026478931187996
RJ7,C_320,24,0.9026687663697188
RTE,X05,24,0.9027271330515588
NT449,C_110,24,0.9027436221225544
RLQ,C_400,24,0.9027765786792328
RCB,C_330,24,0.9028469149977177
RXQ,C_502,24,0.9029919766568827
RJR,X05,24,0.9031636121931672
NT225,C_160,17,0.9032765683294176
NTPH1,C_110,24,0.903299767714615
RJZ,C_120,24,0.9033299895465028
RYJ,C_150,24,0.9034608149512586
RA7,C_110,24,0.9035257105586539
RTR,X05,24,0.9035677848809182
R1F,C_301,24,0.9035850486844678
RNN,C_301,24,0.9036786428335591
RWH,C_410,24,0.9040235209991423
RNA,C_100,24,0.9040373628397286
RXC,C_340,24,0.9040837563137151
RDE,C_300,24,0.9041072674164693
NVC22,C_110,24,0.90415058897297
REF,C_100,24,0.9042879082956149
NVC23,C_110,24,0.9043827219717473
RGR,X02,24,0.9045653382272955
RWA,C_400,24,0.9047341421374165
RCX,C_340,24,0.9048991877899348
RHU,C_120,24,0.9050438732210976
RTD,C_300,24,0.9050978754645971
RKB,C_160,24,0.9052324030232919
RTF,C_410,24,0.9053417176474621
RM1,C_502,24,0.9053541340205202
NEY,C_120,24,0.9053682033979904
RM3,C_160,24,0.9053878613392009
NVC13,C_110,24,0.9054477351095563
NEY,C_400,24,0.9054592012077826
RD8,C_140,24,0.905469603455036
RJZ,C_300,24,0.9055678123056429
RLQ,C_120,24,0.9056078842515349
RX1,C_120,24,0.9057008952836691
RPC,C_130,24,0.9057124740978866
NVC22,C_100,24,0.9058201318457734
NVC09,C_101,24,0.9060255822766261
NT403,C_502,24,0.9061127351132405
RL4,C_320,24,0.9063053089897232
RW1,X05,24,0.9063681092434631
RK9,C_150,24,0.906605264829084
RKB,C_100,24,0.9066201202079752
RJ7,X05,24,0.9066878664293458
NT313,C_160,23,0.9066894375110187
RF4,C_140,23,0.9067453783997147
RK5,C_101,24,0.9068687456153038
RR8,C_100,24,0.9069098315420673
NVC11,C_130,24,0.9069462413505159
NT440,C_502,24,0.9069885254943177
RM3,X04,24,0.9070384969105135
RKE,C_101,24,0.9070907022537866
RHQ,C_301,15,0.9071512821081678
RXQ,C_340,24,0.9072136153403886
RH5,C_130,24,0.907247148035908
RCB,C_502,24,0.9073204573527828
NT422,C_110,24,0.9073536976509684
RGT,C_400,24,0.9074933488062873
RQX,X04,24,0.9076149308963777
RNQ,C_430,24,0.907635082880827
RJZ,C_400,24,0.9076720689264756
RNA,C_340,24,0.9076792122888293
RN3,X05,24,0.9077558495007985
RQW,C_301,24,0.9077661514636024
RN7,C_101,24,0.9079100327446592
NVC01,C_101,24,0.9079104957775551
NT314,X05,24,0.9079195795591745
RAE,X02,24,0.9079948977274682
NT351,C_101,24,0.9080859295997854
NT213,C_110,24,0.9080974879500258
R1F,X02,24,0.9081287043966868
NVC11,X06,13,0.9084484815731104
RK9,C_120,24,0.9085545294446469
RFF,C_110,24,0.9088533002496076
RA2,C_301,24,0.9088798780489246
RNS,C_160,24,0.9088863670694503
RM1,C_340,24,0.9089623652741334
RWE,X02,24,0.909020139803844
RLT,C_120,24,0.9092657172432466
RCF,C_110,24,0.9092830812000159
RYJ,C_110,24,0.9094219724792557
RD1,C_101,24,0.9096002738331724
RBS,X04,24,0.9098385347537815
NVC06,C_502,24,0.9098935768711307
RBN,C_330,24,0.9099339346089818
NVC07,C_101,24,0.909967214971732
RCX,X05,24,0.9103404620238884
Z2L9B,C_130,19,0.9104951940616796
NTP15,C_101,24,0.9105077578254425
RF4,C_502,23,0.9107238307495783
RET,X02,24,0.9107686188532993
NT351,C_110,24,0.9108070287088649
RTD,X06,24,0.9108431866285562
I9A4A,C_130,24,0.9109294642039371
NT344,C_100,24,0.9109537033685245
RAE,C_400,24,0.9110581817187154
RTF,X06,24,0.9111343870484564
R1H,X02,24,0.9111569659235528
RWJ,C_320,24,0.9112171969136765
R1H,C_150,24,0.9113019229903256
R1H,C_301,24,0.9113112963309052
RR7,C_340,24,0.911318005643504
RAE,X04,24,0.9114604556435287
RGR,C_101,24,0.9115250555278149
Z5J5V,C_130,24,0.9115348812638492
RD1,C_330,24,0.9116135214990166
RXW,C_502,24,0.9116420760629241
RWJ,C_130,24,0.9117235439458867
V5F1D,C_130,24,0.9118458981627557
RKE,C_140,24,0.9118679010460639
RFF,C_120,24,0.9119294982603018
S3H9L,C_301,19,0.9120069107240073
RWG,C_101,24,0.9120535292983905
RXR,X04,24,0.9121370102035758
NVC40,C_301,24,0.9121553016288527
RYW,X02,24,0.9121806468279534
RXL,C_502,24,0.9121950768514617
RBK,C_301,24,0.9122161803184187
NNE,C_110,24,0.9122282289460466
RDE,X05,24,0.9122849534317264
RTX,C_110,24,0.9123815445254692
NT304,C_110,24,0.9124694452852042
RRK,C_320,24,0.9126144624471548
RK5,C_502,24,0.9127337083222027
R0B,X02,24,0.9127480646812075
RM1,C_120,24,0.9127484730237362
RK9,C_502,24,0.9127858554725398
RNN,C_110,24,0.9128609489874676
RXN,C_400,24,0.9128775606805071
RCD,C_330,24,0.9128834131817907
RGT,C_320,24,0.912893846838427
RVJ,C_101,24,0.9129281875965077
RXP,C_410,24,0.9129542695194662
RN3,C_502,24,0.9129904376844173
NVC07,C_100,24,0.9130211595744089
RCB,C_130,24,0.9131841326408766
NTP15,C_120,24,0.9132840505953883
RBD,X04,24,0.9133071754984554
NVM,C_410,24,0.9133593163586656
NVC06,C_130,24,0.9133748029722069
RXP,C_130,24,0.9134117176338251
RJL,X04,24,0.9135055935676835
RXC,C_130,24,0.9135149354128623
ACG20,C_130,24,0.9135692657093308
RDU,X06,24,0.913569862661091
RWG,C_400,24,0.9136204520501869
NT244,C_110,12,0.9138898713419206
RJ7,C_340,24,0.9138964771737813
NVC0I,C_110,24,0.9139482144160146
RFS,C_130,24,0.9142235960423613
RTF,C_140,24,0.9142575536412489
RWP,C_502,24,0.9143295105415286
RJC,C_120,24,0.9143796031708644
NWF01,C_502,15,0.9144778847728866
NVC16,X02,24,0.9148244774789608
RVR,X06,24,0.9148737419197503
NVC31,C_101,24,0.9151305939042481
RDE,C_101,24,0.9153061904576919
RVV,C_330,24,0.9154015053063169
RTP,X04,24,0.9154289424845211
RM1,C_301,24,0.9155933922550912
NT422,C_100,24,0.9156183900110272
V8N5R,C_130,24,0.9157457717778367
RJE,C_301,24,0.9157972308293716
RXF,X04,24,0.9160779665865377
RKB,C_120,24,0.9161763887191873
RQX,C_140,24,0.9162105371961338
RJ1,C_502,24,0.9164941080062304
RWW,C_340,24,0.9166040296973902
R0B,C_110,24,0.9166853996984595
B9M3W,C_130,24,0.9168042038078356
C9A7J,C_130,17,0.9168348659932203
NT433,C_110,24,0.9168436512865699
RAL,C_110,24,0.9168491151488066
L0D9W,C_130,24,0.9169709765690679
RJC,C_160,24,0.9170373098980793
RGT,C_160,24,0.917039700386673
RQW,C_101,24,0.9171386036732444
NT212,C_502,21,0.9172337564524586
RAX,C_140,24,0.9172794974729409
G3Z1Q,C_100,24,0.9172877731892166
AY1,C_301,24,0.9172990030854279
RAJ,C_320,24,0.9174567212809717
RAJ,C_110,24,0.9179117814167013
RXN,C_330,24,0.9179297751749995
ACG13,C_130,24,0.9179533897172009
RAE,C_160,24,0.917954672960655
RCD,C_120,24,0.9180020017733812
R1K,C_100,24,0.9182074215804366
RHQ,C_140,15,0.9184818512607883
RWA,C_320,24,0.9186271053931637
RTP,C_400,24,0.9186824279916569
RXR,C_130,24,0.9186859433317386
RGN,X02,24,0.9188415033598938
RR7,C_101,24,0.9188490247051785
RJ7,C_170,24,0.9188599184789986
RXG,X06,24,0.9189719421684378
RVR,X04,24,0.9189726217225667
RTF,C_160,24,0.9189843033098062
RGT,C_150,24,0.9190012665277952
RKB,C_140,24,0.9190436321655786
RAS,C_340,24,0.9191733655582967
RXF,X02,24,0.919522205254358
RRV,X05,24,0.9195556425398268
RMC,C_320,24,0.9195560102892398
RXP,C_100,24,0.9195839156033733
A4M8P,C_110,24,0.9196373456382951
RRK,X06,24,0.9197153584263528
RXK,X04,24,0.9197826890263064
RHU,C_101,24,0.9197938193349678
RVV,C_502,24,0.9199614131112157
NT235,C_110,24,0.9199676124183623
RJL,C_502,24,0.9200384048280341
RTR,C_130,24,0.9201086274250695
RCB,X05,24,0.9202111398828079
RL4,C_160,24,0.9203341276198179
RH8,X02,24,0.9203943731844826
RYJ,C_301,24,0.920424669176171
RTP,C_320,24,0.9205214804077837
RWE,X05,24,0.92055777615815
